bm_datastore_asList_10 bm_datastore_asSingleEntity bm_datastore_delete bm_datastore_get bm_datastore_put bm_memcache_delete bm_memcache_get bm_memcache_put
22 7 86 6 103 2 3 2 234
46 8 89 7 114 3 3 3 280
29 10 84 6 127 3 3 4 272
59 9 85 8 97 4 3 4 274
33 8 85 7 127 3 4 3 272
29 9 88 7 128 3 2 3 278
32 9 88 6 146 3 4 4 301
33 8 86 7 98 4 4 2 251
33 9 33 6 105 2 3 4 198
36 7 89 46 144 3 4 3 335
27 8 92 7 80 3 3 2 226
38 11 89 6 111 4 2 2 267
29 8 86 7 97 5 4 2 244
25 8 29 10 108 2 2 2 190
26 9 97 17 82 3 3 3 248
29 8 86 8 104 3 3 2 247
29 9 85 6 109 3 4 3 253
26 8 89 7 126 3 2 3 267
28 9 30 7 45 3 3 3 128
25 8 88 7 138 3 3 2 276
25 8 91 7 129 2 3 3 268
23 8 89 16 98 3 3 2 245
23 41 26 6 97 2 3 2 204
27 7 25 6 97 2 2 1 172
28 60 24 7 42 2 2 2 172
80 8 84 6 44 2 2 2 234
27 7 69 7 45 4 2 3 168
28 8 27 7 43 3 2 2 121
28 11 87 7 100 2 2 2 240
23 9 27 5 110 3 3 2 190
34 13 87 5 46 3 3 3 203
35 7 94 17 50 3 4 2 216
37 9 85 6 96 3 2 3 244
47 8 29 6 97 4 3 1 203
24 9 30 6 47 2 3 3 126
31 8 87 7 101 3 2 3 251
36 8 33 7 100 3 3 3 201
23 7 28 5 101 3 3 3 180
28 7 88 6 49 3 3 2 189
37 9 27 7 111 3 4 3 204
31 9 28 7 180 3 2 3 264
35 42 27 6 50 4 3 3 171
25 8 27 17 42 2 3 2 127
31 8 86 7 45 4 3 3 187
23 8 86 8 144 3 3 2 281
28 9 28 7 43 3 3 2 123
25 9 29 6 44 3 3 3 124
33 8 27 16 96 4 3 3 194
34 7 27 8 112 4 4 3 206
32 7 29 6 126 3 3 2 216
23 8 37 6 60 4 2 2 144
25 8 41 10 95 3 3 8 199
25 8 29 8 47 4 2 3 135
25 9 24 6 91 3 2 2 166
34 7 25 6 49 3 3 3 133
23 8 83 7 43 3 3 3 180
24 8 27 17 45 4 2 2 130
27 8 27 6 66 2 3 3 151
29 7 26 6 56 3 3 3 138
27 7 30 6 47 3 3 2 130
33 11 33 6 42 3 3 2 142
30 8 30 6 44 3 3 2 133
24 10 33 17 46 3 3 2 144
22 8 26 6 45 3 3 2 117
29 9 29 16 83 4 3 3 184
26 9 27 6 42 3 4 3 129
29 8 32 7 42 3 4 3 133
26 8 32 8 45 3 3 3 131
29 8 30 17 44 3 4 3 143
31 9 29 14 67 3 3 3 168
61 10 36 6 73 3 3 4 200
29 8 101 8 44 3 3 2 207
32 9 30 7 47 3 3 3 138
28 9 26 7 42 4 3 4 128
26 9 29 7 48 3 2 4 133
35 9 28 5 47 3 3 3 134
26 8 29 16 44 3 2 3 137
28 11 90 6 48 4 3 3 201
28 8 37 8 98 2 3 2 192
25 8 25 6 46 3 3 2 123
26 7 24 8 106 3 3 2 184
22 7 29 7 43 3 3 2 119
35 8 60 7 44 4 2 3 166
22 8 27 6 44 3 2 3 116
31 10 27 6 42 4 3 3 128
1268 6 30 16 58 3 3 3 1394
30 7 23 134 43 2 3 2 246
29 7 29 5 47 3 2 2 130
31 8 25 6 94 4 2 3 175
23 8 25 6 46 3 3 2 117
48 7 25 5 43 2 2 2 140
24 7 28 22 42 3 2 2 130
25 9 27 6 66 3 3 3 151
25 8 27 6 48 3 2 3 126
29 7 26 6 74 3 3 2 159
22 7 29 7 44 3 3 2 117
56 8 26 6 43 3 3 2 149
22 7 29 5 69 3 3 3 149
21 7 28 6 49 3 2 2 122
26 7 28 7 61 3 2 3 144
26 7 24 7 45 3 3 3 121
30 7 32 18 47 3 3 2 143
27 8 107 6 70 4 2 2 234
28 8 28 20 46 4 3 3 143
32 8 28 6 49 2 4 3 138
26 6 28 7 43 2 4 3 125
28 8 35 7 107 3 3 4 196
28 8 42 8 44 2 3 2 141
28 8 29 5 42 3 3 4 126
32 9 28 7 47 3 4 4 137
26 7 30 6 47 3 2 5 127
159 8 32 20 46 3 3 2 276
25 7 31 7 50 2 3 3 130
25 7 28 5 45 3 3 2 121
29 7 27 5 98 3 3 2 176
28 9 29 9 45 3 3 3 130
31 8 27 9 49 3 3 2 141
25 9 56 7 45 3 3 3 156
30 7 29 6 69 2 3 3 152
24 13 46 7 46 3 3 2 145
54 8 41 18 109 2 3 2 240
23 9 27 5 43 3 3 2 117
29 8 33 17 45 3 3 2 148
23 8 30 16 48 2 2 3 135
26 8 31 7 84 3 3 3 171
29 7 29 6 45 2 4 3 134
30 8 33 8 49 4 4 4 148
37 8 33 19 48 2 4 4 164
33 9 29 7 47 4 4 3 140
32 8 28 6 72 2 2 2 161
28 8 51 17 64 4 3 3 179
26 10 31 18 47 3 2 3 143
32 8 37 8 46 3 4 4 151
34 9 32 9 51 3 4 3 147
79 8 28 8 49 4 4 2 182
35 8 30 17 47 4 4 4 156
28 9 31 7 97 3 3 2 188
46 10 30 17 51 4 2 3 170
26 9 30 7 45 3 3 3 127
28 8 30 7 48 3 3 3 134
29 9 27 7 62 4 3 3 148
26 9 37 20 44 4 2 2 145
25 7 31 7 48 3 2 2 130
26 9 27 6 46 2 3 2 122
26 7 27 8 57 3 2 2 134
24 8 36 9 45 3 2 2 135
25 9 26 41 44 3 3 4 157
33 10 27 5 45 3 3 3 134
26 9 31 6 51 2 3 3 132
23 8 30 6 46 3 3 3 123
27 9 28 6 51 2 3 3 131
27 8 30 7 46 4 3 3 136
26 7 29 7 45 2 3 3 127
25 8 32 6 46 2 2 3 129
35 8 36 6 51 4 3 4 151
31 9 30 7 74 3 4 3 164
30 11 29 6 45 4 3 3 133
23 8 29 17 68 3 2 2 154
35 8 29 7 76 3 4 3 173
85 8 30 18 45 4 4 3 203
76 7 28 7 74 4 3 4 211
32 8 27 6 49 4 3 3 134
30 8 29 7 46 3 3 3 137
37 8 34 8 48 3 3 3 145
31 8 35 18 46 3 2 2 150
29 8 27 8 90 2 4 4 172
27 8 28 18 74 2 3 3 166
32 9 29 7 60 4 3 3 151
25 7 28 8 47 3 2 3 125
25 9 29 18 76 3 3 2 165
26 9 26 7 46 3 2 2 123
29 8 30 7 45 2 2 3 129
28 8 28 6 52 3 2 3 137
29 9 29 7 46 2 4 3 133
27 8 31 18 48 3 3 2 149
29 9 31 8 47 3 2 3 132
29 9 29 16 43 4 3 20 157
27 7 29 6 96 3 4 2 179
26 8 29 19 48 3 3 2 139
27 9 36 34 44 3 2 2 158
32 10 31 8 45 4 3 3 139
30 7 29 16 76 2 2 3 165
32 8 28 6 44 3 2 3 129
37 8 29 9 46 3 4 3 139
26 8 26 7 46 3 2 1 122
43 8 34 6 75 3 3 2 182
35 9 29 6 48 3 4 4 138
28 9 26 8 45 4 3 21 152
21 8 25 6 49 3 4 3 120
33 8 26 8 94 2 4 2 181
30 9 29 7 44 4 4 2 137
29 10 114 7 50 4 3 3 222
32 8 30 8 47 4 3 4 139
44 12 113 8 52 3 3 3 244
35 8 31 6 46 2 4 2 135
31 8 30 7 47 4 3 3 137
27 9 27 7 50 3 3 3 129
29 7 47 17 101 3 2 3 215
24 8 27 7 46 3 2 1 126
23 13 27 7 47 3 3 2 130
22 8 30 7 46 3 2 4 128
28 7 28 6 71 3 3 2 151
32 9 28 7 47 2 3 2 138
37 28 31 6 42 3 3 2 160
26 7 31 6 51 3 3 3 135
25 8 77 9 54 3 2 3 184
24 8 27 8 49 3 2 2 130
25 63 28 7 46 3 2 3 183
29 8 29 7 45 3 3 3 130
28 8 32 8 46 3 2 3 136
28 8 34 7 48 3 2 2 133
28 8 28 7 54 2 2 2 134
27 11 30 8 47 3 3 2 139
24 10 28 7 47 3 3 2 128
29 8 32 18 44 4 3 3 144
34 10 27 8 49 2 4 3 141
31 8 28 7 91 3 4 2 178
34 7 30 7 49 4 3 3 140
31 9 31 6 47 2 2 2 139
30 10 45 15 54 8 2 3 171
86 9 29 8 47 4 3 3 195
34 9 29 6 51 3 4 4 143
42 9 60 7 48 4 4 3 184
32 9 28 17 49 3 3 2 152
26 8 74 17 75 2 3 2 215
29 7 29 6 45 3 3 2 125
30 8 32 16 46 3 2 3 141
27 7 27 11 48 2 3 2 132
32 8 28 7 47 3 3 3 138
28 8 26 7 50 2 3 2 134
31 7 26 6 74 3 3 5 164
48 7 27 6 44 2 3 2 139
28 9 35 23 47 3 4 3 153
26 27 26 9 44 4 2 3 147
25 8 26 6 72 4 3 2 151
25 8 27 28 45 3 2 1 144
25 8 34 6 48 3 3 2 135
25 8 27 35 45 3 3 8 160
23 10 32 6 77 3 2 2 163
25 8 27 7 46 3 3 2 124
32 8 30 8 45 3 3 3 137
24 8 41 6 71 3 3 3 159
22 7 27 6 59 3 3 2 135
26 8 26 8 47 3 2 2 124
31 7 29 7 51 3 4 2 136
24 8 28 7 46 4 4 15 139
61 8 29 7 46 4 3 4 166
34 10 28 7 44 4 3 5 140
30 11 30 7 44 4 3 3 133
38 9 28 8 46 4 2 3 138
37 8 28 8 50 5 3 3 143
39 8 30 16 47 3 4 3 155
35 14 30 6 73 2 3 2 167
22 8 28 10 75 2 2 3 154
27 7 27 7 46 3 3 2 126
28 7 29 8 48 3 3 3 129
26 8 27 6 75 3 3 2 151
30 8 32 52 48 3 2 2 182
24 8 28 6 48 2 3 2 129
41 8 29 6 75 3 3 2 167
27 9 25 6 45 2 3 3 121
31 10 27 7 57 2 3 2 142
25 8 28 6 81 3 2 2 159
23 7 37 9 44 2 3 2 127
28 9 31 6 61 3 3 2 146
25 8 31 6 50 3 3 2 137
28 7 28 6 50 3 3 4 136
29 9 29 6 72 3 3 2 161
34 8 30 6 47 3 3 3 135
30 8 31 8 49 3 3 3 142
26 9 26 7 47 4 4 3 127
26 9 82 18 45 4 3 3 195
27 9 27 7 44 3 3 3 125
26 8 31 7 46 3 4 3 131
31 8 29 6 45 3 3 14 139
25 9 30 7 49 3 3 4 134
21 9 27 9 47 3 2 3 129
30 8 26 8 74 3 3 2 160
26 8 29 7 57 3 2 3 135
23 8 28 6 44 6 2 3 123
22 8 26 7 49 3 3 2 128
32 8 28 8 77 3 2 3 166
24 10 26 7 46 3 3 7 128
30 7 29 9 77 2 3 2 161
24 9 26 6 47 4 2 3 125
26 7 33 18 49 3 2 4 145
28 8 37 8 44 3 2 2 133
27 8 31 7 44 3 3 3 132
27 9 30 7 47 4 3 3 134
22 8 30 16 95 3 3 1 183
25 7 29 45 61 2 2 3 183
27 8 27 6 60 3 2 2 139
25 8 32 7 54 3 3 2 139
22 7 30 6 45 2 3 2 123
34 8 32 6 45 3 3 3 140
30 8 27 7 45 2 3 2 128
63 9 30 5 70 3 3 2 192
27 9 27 8 47 4 3 3 137
25 7 28 6 59 3 2 2 140
31 39 35 17 45 4 4 9 186
24 8 29 7 101 4 3 3 186
28 8 27 6 47 4 3 4 134
28 6 33 16 58 4 3 2 152
31 7 25 7 71 4 2 3 152
32 8 29 64 73 3 3 4 218
27 10 27 7 45 3 4 3 135
42 115 31 17 45 4 3 4 267
32 8 32 6 107 3 3 3 198
32 10 30 9 75 3 2 2 172
23 9 27 8 47 2 3 2 130
36 8 26 6 74 2 3 2 162
29 8 29 7 46 3 3 3 136
68 13 48 232 77 93 105 349 987
37 12 31 12 111 3 3 6 215
29 18 28 10 55 4 3 2 150
30 7 33 10 85 5 3 2 178
31 12 27 10 52 5 4 3 148
39 9 31 8 57 3 3 1 157
31 8 29 7 50 3 4 4 142
23 12 30 7 50 4 3 3 140
25 8 33 7 47 4 4 2 131
58 9 34 19 184 4 5 4 326
31 93 33 47 85 5 8 5 310
61 14 32 8 82 3 2 3 206
35 10 29 7 59 3 3 7 155
44 12 27 6 61 3 3 6 170
26 9 28 7 121 6 4 2 204
57 9 32 7 78 5 4 5 203
35 9 30 9 76 5 4 1 176
57 16 41 303 73 60 50 318 921
41 9 31 17 46 3 4 3 161
26 9 29 7 75 4 3 3 161
35 8 30 9 46 5 4 26 168
39 8 25 7 71 3 3 1 166
26 8 30 7 44 3 2 3 128
26 9 27 7 44 3 3 2 125
25 9 27 6 48 4 3 2 124
24 8 27 7 43 3 3 2 121
23 8 29 8 47 3 3 3 133
21 7 29 6 47 2 3 3 126
21 9 29 15 74 3 3 3 161
26 7 27 7 46 3 3 2 125
37 8 27 7 44 3 3 11 144
28 45 28 16 46 2 3 3 175
29 10 27 6 44 4 3 4 129
36 8 28 16 45 3 2 3 150
26 8 86 7 45 3 3 2 185
24 10 28 9 43 3 3 2 124
25 10 31 7 76 3 3 2 161
28 9 30 6 44 3 3 3 127
25 8 31 6 44 3 2 2 129
25 8 26 5 92 3 3 2 165
23 13 30 7 46 3 2 2 135
35 7 30 6 44 3 4 3 141
25 10 30 45 47 4 2 4 174
34 8 28 7 56 4 3 8 156
36 7 26 6 110 4 3 4 199
34 9 30 7 53 3 3 3 143
277 8 27 6 43 4 4 3 379
23 9 28 8 77 4 3 4 160
33 9 34 19 48 4 3 4 159
32 9 28 7 96 3 3 4 189
35 9 31 45 46 3 2 2 175
27 7 27 6 47 4 2 2 129
37 8 31 7 56 3 4 3 149
26 9 27 7 45 3 2 3 126
27 8 27 5 45 3 2 2 121
25 9 28 5 42 2 3 3 118
24 8 30 44 109 2 2 2 221
26 9 29 6 45 3 2 16 143
25 8 28 54 52 5 2 3 179
24 8 29 6 43 3 2 2 122
26 7 30 7 45 3 3 3 128
24 7 32 6 45 3 3 3 123
28 8 28 18 45 7 3 3 145
23 8 30 10 44 3 4 6 128
28 9 28 8 47 3 5 3 136
28 9 26 10 45 3 6 2 135
26 8 34 7 74 3 7 3 170
24 7 26 7 69 3 6 2 146
50 8 26 8 75 4 3 3 185
31 8 32 7 47 3 3 3 143
23 8 31 7 74 3 3 3 153
27 9 31 17 51 4 3 4 153
29 7 32 21 48 4 3 6 151
33 9 29 7 49 3 3 3 137
25 7 72 6 73 3 4 3 197
71 9 32 6 48 3 4 4 183
35 9 28 7 66 4 3 4 158
28 8 28 18 78 4 4 19 189
24 8 28 7 74 3 3 2 151
23 7 32 5 84 3 2 3 160
24 8 31 6 47 3 2 2 128
26 10 32 7 46 2 3 3 136
24 10 31 6 48 3 3 2 132
28 11 26 7 50 4 4 3 135
25 7 27 7 76 2 2 2 150
23 8 28 8 73 3 3 2 152
25 9 33 10 51 3 3 2 144
28 11 28 6 49 3 3 2 138
22 7 28 5 46 3 4 2 121
23 10 28 6 72 3 3 2 147
33 9 27 17 51 3 3 3 155
39 10 27 7 43 3 3 2 143
32 8 33 6 44 3 3 3 138
28 7 30 6 50 3 3 2 136
30 9 27 7 48 3 2 3 138
34 8 28 7 45 3 3 2 138
315 11 32 6 44 3 2 1 418
26 9 34 17 45 3 2 3 145
27 8 27 7 78 3 3 2 160
30 8 27 7 47 4 4 3 137
37 10 29 7 111 4 4 4 208
37 9 25 6 46 3 3 3 137
37 8 29 6 72 3 3 3 169
28 11 29 21 77 3 3 3 183
29 7 62 17 73 2 4 3 203
27 8 29 10 46 3 3 2 130
24 9 29 8 44 2 4 2 127
25 9 48 6 45 3 2 2 145
71 90 28 49 45 2 3 2 291
22 8 26 7 43 2 2 2 120
24 10 28 7 47 3 3 2 132
32 11 32 72 48 3 4 3 206
24 11 27 7 122 3 3 2 203
27 8 28 7 48 2 2 3 134
33 8 29 8 79 4 3 2 171
29 10 31 7 45 4 3 4 136
26 9 26 7 48 2 3 3 126
31 9 32 17 46 3 4 3 153
30 8 31 5 84 3 3 3 168
30 9 27 6 47 3 3 3 136
33 9 27 7 43 4 3 2 134
25 24 33 6 48 3 2 3 146
26 8 27 7 49 3 3 2 130
74 8 32 8 49 3 3 2 186
24 8 34 17 44 3 3 2 137
26 9 29 7 47 3 3 2 132
28 13 57 7 46 3 3 7 166
27 9 27 19 45 3 3 3 143
84 7 29 6 59 3 3 2 202
35 7 28 7 69 3 3 3 163
28 10 43 7 47 3 4 2 148
23 10 26 7 45 3 3 2 119
33 9 38 12 55 3 3 2 156
37 8 30 7 46 3 4 4 142
40 11 30 7 45 4 4 4 146
24 8 30 17 48 3 4 2 142
32 10 31 7 54 3 3 2 151
27 8 29 6 52 4 4 2 134
35 8 30 7 53 3 3 2 147
34 7 30 17 47 4 4 3 146
38 10 40 7 47 4 3 3 152
35 8 29 8 46 3 4 3 145
35 8 28 17 47 3 4 3 153
29 8 29 16 52 7 2 3 151
30 8 27 6 93 3 3 2 174
31 8 27 6 88 2 4 3 175
30 8 26 7 45 5 4 13 140
42 8 29 7 46 4 3 4 149
30 11 32 7 42 2 3 3 139
26 12 25 7 71 3 3 2 150
33 9 32 10 45 3 3 3 145
31 8 30 20 49 3 3 3 153
24 9 36 18 59 3 3 2 161
23 9 27 7 57 3 3 4 142
25 9 29 7 51 3 3 3 132
23 9 28 7 78 3 2 2 161
23 9 26 6 55 2 3 2 130
22 8 30 6 47 8 3 2 135
23 8 29 6 44 3 3 3 121
31 9 32 7 50 3 2 2 143
35 9 40 8 48 3 2 1 147
37 10 30 9 96 3 4 3 194
33 9 33 8 49 2 3 2 145
43 10 32 19 50 3 3 3 168
32 9 30 17 51 2 3 2 153
38 10 31 64 46 2 3 1 202
36 11 34 9 58 2 3 3 157
41 12 31 7 51 4 3 3 152
42 10 34 7 47 3 3 3 150
36 10 31 7 46 4 10 3 147
37 29 32 18 44 6 3 3 172
34 14 73 7 50 3 3 5 190
48 9 33 7 47 3 3 3 154
41 11 36 7 53 3 3 3 161
39 11 43 8 48 3 4 2 164
38 9 29 9 47 4 3 3 144
31 11 32 9 49 3 4 3 150
38 11 29 9 46 4 3 3 143
43 11 30 8 46 4 3 3 150
38 10 29 7 47 3 4 2 140
42 11 31 18 47 3 3 3 161
38 9 32 8 62 2 4 3 163
36 11 31 8 50 3 3 3 152
34 9 30 7 48 3 2 3 143
45 10 30 10 87 4 4 4 201
26 47 30 6 49 3 3 2 166
29 8 27 7 45 3 3 2 127
38 8 29 51 50 3 4 2 191
31 7 29 6 45 3 3 2 134
27 8 30 6 54 2 5 17 153
34 9 28 16 46 4 3 2 150
28 9 32 6 45 3 3 2 132
45 8 27 10 47 3 3 2 150
29 8 27 6 45 3 3 2 132
27 8 29 7 47 3 3 3 129
27 9 84 7 45 4 3 2 185
30 8 29 7 44 4 2 1 127
33 6 29 7 45 3 2 2 135
30 9 29 7 44 2 2 4 131
28 9 28 6 48 3 3 3 132
31 8 30 17 63 3 2 3 161
36 8 30 6 47 3 3 3 145
33 9 27 8 44 4 3 3 132
37 8 28 8 48 4 3 4 148
33 8 35 16 93 4 3 4 201
32 10 33 7 93 3 5 4 190
22 9 30 17 53 3 4 2 141
32 9 28 6 48 3 3 4 140
25 9 32 8 47 4 3 3 132
25 8 33 7 47 4 4 4 133
38 9 27 6 46 7 4 3 146
34 8 29 17 87 3 4 3 188
32 8 28 7 47 4 3 2 138
28 10 28 7 45 3 2 3 134
30 8 32 17 49 2 3 2 151
28 7 30 6 48 3 3 2 129
34 48 26 10 45 3 3 2 174
25 9 32 5 45 2 2 2 131
27 8 28 6 44 3 2 3 126
38 36 30 7 46 4 3 3 167
23 11 30 6 45 3 2 2 127
28 10 29 7 49 3 3 3 134
31 8 29 18 47 3 2 3 148
26 9 30 6 48 2 3 3 130
25 7 29 6 59 3 2 2 141
58 7 33 7 45 3 3 2 167
27 8 28 15 67 3 2 1 152
29 8 31 8 50 3 2 4 144
32 7 28 47 47 3 2 2 173
27 9 27 6 50 3 2 3 136
27 7 28 7 46 3 3 19 141
29 8 29 7 46 2 2 2 125
23 9 30 16 47 3 3 2 138
26 8 28 8 47 3 3 2 133
35 7 27 7 74 3 2 2 159
28 8 28 7 47 4 3 2 129
29 9 34 16 46 3 3 3 144
25 9 26 6 46 2 3 2 127
28 9 25 6 46 3 2 3 123
24 9 28 7 45 3 3 2 126
75 7 27 57 46 3 3 3 227
32 20 30 16 48 6 2 4 159
25 8 28 7 46 3 3 3 130
30 8 29 9 45 2 3 2 137
31 9 28 7 46 2 3 3 136
34 9 31 81 46 6 3 3 216
34 8 29 7 45 4 3 2 141
25 8 28 6 45 3 3 2 124
28 8 29 50 45 2 2 2 169
36 8 116 16 99 3 3 3 290
27 8 88 8 97 3 2 2 237
29 8 86 6 128 2 4 13 282
29 9 86 7 97 2 3 2 236
26 8 87 7 48 3 3 2 191
28 9 89 18 47 3 3 2 199
29 18 90 15 135 3 4 3 302
34 8 29 6 49 3 3 4 138
38 8 93 18 116 4 3 4 288
35 9 91 6 96 6 3 5 259
38 8 117 7 126 4 2 4 310
41 8 334 6 98 3 3 3 505
28 9 30 11 50 4 3 2 140
25 10 86 6 99 3 4 3 239
31 10 87 7 96 3 4 3 248
38 10 48 7 99 3 3 4 213
28 8 29 7 145 6 3 4 235
29 8 96 18 267 3 3 11 444
26 8 28 10 56 2 5 5 142
28 9 30 17 44 2 3 2 135
25 8 86 7 52 3 3 2 187
33 9 87 7 99 4 3 4 252
33 10 28 8 47 3 4 5 144
27 8 30 16 49 4 3 3 141
29 9 28 23 97 3 3 10 203
27 7 34 7 50 3 3 2 138
31 55 134 18 99 3 3 2 353
31 21 86 7 97 3 3 3 256
27 9 118 7 78 3 3 2 249
25 9 85 8 43 2 3 3 185
26 8 34 18 44 2 7 2 146
23 8 29 7 153 3 2 2 228
28 9 34 7 70 3 2 2 158
29 11 30 16 106 3 3 2 208
27 10 86 7 95 3 3 2 237
38 11 58 7 49 3 3 3 176
30 9 88 17 47 3 3 4 210
38 9 32 6 101 6 4 3 199
33 12 30 6 45 3 2 2 138
26 9 30 7 160 3 3 3 246
39 9 28 7 115 4 4 3 216
33 7 31 6 98 4 3 3 194
27 9 90 18 52 3 3 2 204
59 10 86 6 50 2 2 2 217
30 8 91 7 59 3 3 3 211
41 9 31 8 49 5 3 3 152
41 8 84 18 48 3 4 3 214
39 8 173 9 95 3 3 2 337
32 9 32 9 128 5 2 3 221
32 14 93 17 48 4 4 3 222
34 10 87 8 47 4 3 4 201
30 7 29 8 51 4 4 3 142
24 9 28 7 97 3 3 3 177
32 8 28 6 101 3 3 3 193
32 9 31 9 111 8 3 3 214
35 9 31 16 100 7 3 3 212
28 8 30 8 99 6 3 2 193
24 8 31 18 51 6 3 4 152
36 9 92 7 96 4 7 4 257
54 9 29 6 106 3 4 7 221
29 31 29 6 58 2 2 5 171
25 8 26 7 74 3 3 2 151
28 9 31 18 45 4 6 3 146
40 9 90 7 48 2 3 3 208
37 9 32 7 96 3 4 20 215
30 9 89 7 98 2 3 3 243
23 8 29 8 45 3 4 3 129
28 10 29 7 73 3 2 3 157
24 9 85 8 96 3 3 4 241
25 8 91 17 43 4 3 3 200
32 9 30 7 80 4 2 3 173
29 11 30 7 48 4 3 3 140
30 7 86 7 46 4 3 2 188
31 9 86 8 50 3 3 2 192
33 9 29 7 48 4 3 3 139
26 11 87 6 109 3 4 3 257
37 7 28 7 45 4 3 3 138
31 10 31 7 102 3 4 4 194
28 9 30 8 46 4 3 4 133
33 13 83 6 98 2 3 3 243
34 9 27 6 48 4 2 3 135
34 7 29 8 50 3 3 3 145
98 9 30 8 80 4 4 3 240
26 7 92 7 100 4 2 2 240
28 9 85 11 46 4 3 4 197
30 8 30 7 45 3 3 3 136
34 8 88 8 46 3 3 4 203
25 9 28 7 49 3 3 4 135
26 8 94 17 51 4 3 3 206
27 13 30 17 48 4 2 5 149
34 10 32 8 52 3 2 3 151
29 7 46 8 47 3 2 2 151
40 8 36 17 70 3 2 3 187
31 8 29 7 60 3 3 3 147
31 9 33 18 47 3 4 4 153
30 9 28 17 103 3 2 3 200
33 49 90 20 52 4 3 3 254
36 13 145 17 47 3 3 4 277
33 10 26 7 54 3 3 3 143
27 25 28 7 47 2 3 2 142
24 10 27 7 44 3 3 2 124
35 9 30 15 75 3 3 2 175
26 30 26 50 45 3 2 2 188
29 8 34 6 43 3 3 3 137
29 9 33 6 45 3 3 2 131
29 8 29 7 47 2 2 3 130
28 9 88 17 112 3 3 2 269
27 8 31 18 97 3 3 2 193
36 9 27 6 50 3 4 2 139
64 8 29 17 99 3 3 3 235
22 8 29 8 52 2 3 3 128
34 8 28 7 68 2 3 2 157
28 8 28 6 52 2 3 3 136
26 8 29 17 48 3 4 3 144
24 8 30 18 104 2 3 2 197
30 8 88 7 112 3 3 1 258
37 8 32 7 47 4 4 4 145
38 9 28 8 47 3 2 3 143
41 8 55 7 46 4 3 3 168
36 9 31 7 84 3 4 3 182
35 9 82 18 70 3 3 2 224
28 8 34 8 104 3 3 2 194
45 9 30 45 54 3 3 3 201
25 13 86 8 45 3 3 2 189
31 7 31 54 127 3 4 3 267
33 8 78 6 44 4 4 4 188
31 32 29 18 46 3 3 3 170
36 8 27 6 81 3 3 3 169
31 8 29 7 157 3 3 3 247
32 9 29 6 46 3 3 3 135
28 7 28 8 43 3 4 2 125
26 29 31 7 44 3 2 2 146
23 9 114 6 44 3 3 3 209
26 7 79 8 100 3 3 3 230
39 7 29 7 78 4 3 3 177
25 8 30 6 74 3 3 3 157
25 7 29 18 70 2 3 3 161
30 9 28 19 48 3 3 3 147
28 22 31 17 51 3 3 3 163
28 8 30 6 49 3 3 2 135
25 8 86 6 97 3 3 2 235
26 8 36 7 49 3 3 3 138
30 8 27 7 60 3 3 3 141
33 9 36 7 43 3 2 3 145
33 10 28 18 46 2 3 3 145
28 22 28 7 50 3 3 2 145
33 13 29 7 96 2 3 2 188
28 9 33 46 47 3 3 4 182
29 11 34 8 51 4 3 4 151
40 10 30 7 49 3 3 3 148
35 8 28 8 43 3 4 3 136
37 10 30 7 102 3 4 3 201
40 9 27 8 44 3 4 3 139
39 14 28 7 56 4 3 4 156
29 9 27 7 53 3 3 5 142
36 9 44 7 49 4 4 4 165
29 39 87 7 47 4 4 3 226
27 8 27 8 49 4 8 5 140
29 9 29 7 47 4 7 3 141
26 8 28 75 50 6 2 2 202
28 9 32 89 48 3 8 2 224
32 9 27 13 50 2 6 3 146
30 8 80 6 99 6 3 2 240
28 9 27 8 49 3 3 3 133
30 8 34 6 65 3 5 2 162
26 9 95 16 48 3 195 2 400
30 97 116 16 46 3 3 3 322
34 9 29 17 47 3 4 3 147
31 7 31 16 43 3 3 3 138
23 10 27 7 48 3 3 2 131
27 8 29 19 117 4 3 3 215
31 8 29 18 48 3 3 3 147
24 8 28 6 49 4 2 4 125
28 9 30 7 46 3 8 3 140
25 11 27 17 147 3 3 3 241
25 9 28 7 45 4 3 3 133
26 10 30 5 101 4 3 2 184
26 8 88 7 48 3 3 2 191
26 9 28 6 46 3 3 2 128
25 8 30 7 44 3 2 2 127
31 9 29 8 46 3 3 3 139
25 9 28 7 48 4 3 3 135
36 8 30 8 54 4 4 3 153
65 9 28 7 43 3 4 7 171
39 8 32 60 45 3 2 3 196
36 8 28 8 117 3 3 3 208
42 9 32 18 48 4 4 5 171
44 8 28 8 44 3 3 4 143
118 8 27 7 50 3 3 3 222
32 10 50 19 46 3 3 4 174
36 9 35 19 45 3 4 3 154
26 8 33 9 45 4 3 2 131
29 8 32 16 72 6 2 3 173
25 8 28 8 45 4 3 3 132
108 101 111 18 74 3 2 3 422
30 146 29 59 74 3 4 3 353
116 8 122 8 50 3 3 2 319
26 8 29 112 46 3 3 2 237
32 8 43 6 43 3 3 3 147
27 8 30 6 44 2 3 2 131
22 8 27 68 49 3 2 2 190
32 9 90 8 47 3 3 2 203
29 9 34 7 44 2 3 4 134
29 9 30 15 44 2 3 3 139
27 8 31 7 49 3 3 3 137
33 8 28 18 44 3 2 4 146
24 9 28 7 129 3 3 3 213
30 7 32 7 47 3 3 3 140
28 10 31 132 46 3 4 2 257
25 9 87 7 44 3 3 3 189
32 10 39 17 53 3 2 2 158
24 9 86 6 44 2 3 2 183
