Linux 3.13.0-85-generic (euca-10-2-122-221) 	09/12/2016 	_x86_64_	(4 CPU)

01:31:52 AM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
01:44:41 AM  1000     15925   99.67   10.67    0.00  110.33     0  java
01:44:44 AM  1000     15925   95.33    9.00    0.00  104.33     0  java
01:44:47 AM  1000     15925   95.00    8.67    0.00  103.67     0  java
01:44:50 AM  1000     15925   96.67    8.33    0.00  105.00     0  java
01:44:53 AM  1000     15925   63.00    4.33    0.00   67.33     0  java
01:44:56 AM  1000     15925   19.00    2.00    0.00   21.00     0  java
01:44:59 AM  1000     15925    2.67    0.33    0.00    3.00     0  java
01:45:02 AM  1000     15925    0.33    0.00    0.00    0.33     0  java
01:45:05 AM  1000     15925    0.67    0.33    0.00    1.00     0  java
01:45:08 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:45:11 AM  1000     15925   16.00    2.33    0.00   18.33     0  java
01:45:14 AM  1000     15925    7.67    0.67    0.00    8.33     0  java
01:45:17 AM  1000     15925    8.33    1.00    0.00    9.33     0  java
01:45:20 AM  1000     15925   16.67    1.00    0.00   17.67     0  java
01:45:23 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:45:26 AM  1000     15925   22.00    1.00    0.00   23.00     0  java
01:45:29 AM  1000     15925   19.67    1.67    0.00   21.33     0  java
01:45:32 AM  1000     15925    0.33    0.00    0.00    0.33     0  java
01:45:35 AM  1000     15925   22.33    2.00    0.00   24.33     0  java
01:45:38 AM  1000     15925    5.00    1.00    0.00    6.00     0  java
01:45:41 AM  1000     15925   13.00    1.33    0.00   14.33     0  java
01:45:44 AM  1000     15925   99.33    8.00    0.00  107.33     0  java
01:45:47 AM  1000     15925   95.00    7.00    0.00  102.00     0  java
01:45:50 AM  1000     15925   98.67    9.33    0.00  108.00     0  java
01:45:53 AM  1000     15925   94.33    7.33    0.00  101.67     0  java
01:45:56 AM  1000     15925   93.67    9.00    0.00  102.67     0  java
01:45:59 AM  1000     15925   31.67    3.33    0.00   35.00     0  java
01:46:02 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:46:05 AM  1000     15925    2.00    0.33    0.00    2.33     0  java
01:46:08 AM  1000     15925   81.67    8.67    0.00   90.33     0  java
01:46:11 AM  1000     15925   12.67    1.33    0.00   14.00     0  java
01:46:14 AM  1000     15925   23.67    2.00    0.00   25.67     0  java
01:46:17 AM  1000     15925    3.00    0.00    0.00    3.00     0  java
01:46:20 AM  1000     15925   17.67    2.67    0.00   20.33     0  java
01:46:23 AM  1000     15925   22.00    1.33    0.00   23.33     0  java
01:46:26 AM  1000     15925    0.00    0.33    0.00    0.33     0  java
01:46:29 AM  1000     15925   11.33    1.00    0.00   12.33     0  java
01:46:32 AM  1000     15925   19.67    1.67    0.00   21.33     0  java
01:46:35 AM  1000     15925    0.33    0.00    0.00    0.33     0  java
01:46:38 AM  1000     15925   29.33    2.33    0.00   31.67     0  java
01:46:41 AM  1000     15925    3.00    0.00    0.00    3.00     0  java
01:46:44 AM  1000     15925   17.00    1.67    0.00   18.67     0  java
01:46:47 AM  1000     15925   84.00   10.33    0.00   94.33     0  java
01:46:50 AM  1000     15925   91.03   12.62    0.00  103.65     0  java
01:46:53 AM  1000     15925   98.33   10.00    0.00  108.33     0  java
01:46:56 AM  1000     15925   88.00    7.67    0.00   95.67     0  java
01:46:59 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:47:02 AM  1000     15925    0.00    0.33    0.00    0.33     0  java
01:47:05 AM  1000     15925    2.67    0.00    0.00    2.67     0  java
01:47:08 AM  1000     15925   92.67    9.67    0.00  102.33     0  java
01:47:11 AM  1000     15925   16.67    1.33    0.00   18.00     0  java
01:47:14 AM  1000     15925   24.67    2.33    0.00   27.00     0  java
01:47:17 AM  1000     15925    0.33    0.00    0.00    0.33     0  java
01:47:20 AM  1000     15925   21.67    1.67    0.00   23.33     0  java
01:47:23 AM  1000     15925   23.33    1.67    0.00   25.00     0  java
01:47:26 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:47:29 AM  1000     15925   20.33    2.33    0.00   22.67     0  java
01:47:32 AM  1000     15925   20.33    1.33    0.00   21.67     0  java
01:47:35 AM  1000     15925    0.33    0.00    0.00    0.33     0  java
01:47:38 AM  1000     15925   19.33    2.00    0.00   21.33     0  java
01:47:41 AM  1000     15925    4.00    0.33    0.00    4.33     0  java
01:47:44 AM  1000     15925   12.33    1.00    0.00   13.33     0  java
01:47:47 AM  1000     15925   83.67    7.33    0.00   91.00     0  java
01:47:50 AM  1000     15925   97.33    7.00    0.00  104.33     0  java
01:47:53 AM  1000     15925   96.33    9.00    0.00  105.33     0  java
01:47:56 AM  1000     15925   87.33    6.67    0.00   94.00     0  java
01:47:59 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:48:02 AM  1000     15925    0.33    0.00    0.00    0.33     0  java
01:48:05 AM  1000     15925    2.00    0.33    0.00    2.33     0  java
01:48:08 AM  1000     15925   86.67    7.67    0.00   94.33     0  java
01:48:11 AM  1000     15925   96.00    7.67    0.00  103.67     0  java
01:48:14 AM  1000     15925   35.33    3.00    0.00   38.33     0  java
01:48:17 AM  1000     15925   24.33    1.67    0.00   26.00     0  java
01:48:20 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:48:23 AM  1000     15925   25.33    2.67    0.00   28.00     0  java
01:48:26 AM  1000     15925   18.33    1.67    0.00   20.00     0  java
01:48:29 AM  1000     15925    3.33    0.00    0.00    3.33     0  java
01:48:32 AM  1000     15925   19.67    2.00    0.00   21.67     0  java
01:48:35 AM  1000     15925    0.33    0.00    0.00    0.33     0  java
01:48:38 AM  1000     15925   17.33    3.00    0.00   20.33     0  java
01:48:41 AM  1000     15925   17.00    2.00    0.00   19.00     0  java
01:48:44 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:48:47 AM  1000     15925   14.00    2.00    0.00   16.00     0  java
01:48:50 AM  1000     15925   79.33    7.00    0.00   86.33     0  java
01:48:53 AM  1000     15925   89.00    9.33    0.00   98.33     0  java
01:48:56 AM  1000     15925   92.67   11.67    0.00  104.33     0  java
01:48:59 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:49:02 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:49:05 AM  1000     15925    2.33    0.33    0.00    2.67     0  java
01:49:08 AM  1000     15925   88.00    8.00    0.00   96.00     0  java
01:49:11 AM  1000     15925   91.03    7.97    0.00   99.00     0  java
01:49:14 AM  1000     15925   81.67    6.00    0.00   87.67     0  java
01:49:17 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:49:20 AM  1000     15925   21.00    2.33    0.00   23.33     0  java
01:49:23 AM  1000     15925   21.67    2.00    0.00   23.67     0  java
01:49:26 AM  1000     15925    0.67    0.00    0.00    0.67     0  java
01:49:29 AM  1000     15925  191.00    3.00    0.00  194.00     0  java
01:49:32 AM  1000     15925    7.33    0.67    0.00    8.00     0  java
01:49:35 AM  1000     15925   18.00    1.00    0.00   19.00     0  java
01:49:38 AM  1000     15925    3.00    0.33    0.00    3.33     0  java
01:49:41 AM  1000     15925   18.33    2.00    0.00   20.33     0  java
01:49:44 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:49:47 AM  1000     15925   17.33    1.67    0.00   19.00     0  java
01:49:50 AM  1000     15925   18.00    1.67    0.00   19.67     0  java
01:49:53 AM  1000     15925   35.67    3.33    0.00   39.00     0  java
01:49:56 AM  1000     15925   96.67    8.00    0.00  104.67     0  java
01:49:59 AM  1000     15925   91.33    8.33    0.00   99.67     0  java
01:50:02 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:50:05 AM  1000     15925    2.33    0.33    0.00    2.67     0  java
01:50:08 AM  1000     15925   85.67    9.00    0.00   94.67     0  java
01:50:11 AM  1000     15925   91.33   10.00    0.00  101.33     0  java
01:50:14 AM  1000     15925   88.33   11.00    0.00   99.33     0  java
01:50:17 AM  1000     15925   86.33    8.67    0.00   95.00     0  java
01:50:20 AM  1000     15925    0.00    0.00    0.00    0.00     0  java
01:50:23 AM  1000     15925   22.00    1.67    0.00   23.67     0  java
01:50:26 AM  1000     15925    8.00    0.67    0.00    8.67     0  java
01:50:29 AM  1000     15925   12.67    1.33    0.00   14.00     0  java
01:50:32 AM  1000     15925   14.33    1.67    0.00   16.00     0  java
01:50:35 AM  1000     15925    0.33    0.00    0.00    0.33     0  java
01:50:38 AM  1000     15925   16.67    2.00    0.00   18.67     0  java
01:50:41 AM  1000     15925   17.67    2.33    0.00   20.00     0  java
01:50:44 AM  1000     15925    2.33    0.33    0.00    2.67     0  java
01:50:47 AM  1000     15925   19.67    1.67    0.00   21.33     0  java
01:50:50 AM  1000     15925    0.33    0.00    0.00    0.33     0  java
01:50:53 AM  1000     15925   17.67    1.67    0.00   19.33     0  java
01:50:56 AM  1000     15925   85.00    9.00    0.00   94.00     0  java
01:50:59 AM  1000     15925    3.67    0.00    0.00    3.67     0  java
01:51:02 AM  1000     15925    0.33    0.00    0.00    0.33     0  java
01:51:05 AM  1000     15925    1.67    0.33    0.00    2.00     0  java
01:51:08 AM  1000     15925   90.67   10.33    0.00  101.00     0  java
01:51:11 AM  1000     15925   91.33    9.00    0.00  100.33     0  java
01:51:14 AM  1000     15925   92.00    9.00    0.00  101.00     0  java
